12 25,12 50,12 75,12 100,24 25,24 50,24 75,24 100,48 25,48 50,48 75,48 100,96 25,96 50,96 75,96 100,192 25,192 50,192 75,192 100,
12 25%:12 50%:12 75%:12 100%:24 25%:24 50%:24 75%:24 100%:48 25%:48 50%:48 75%:48 100%:96 25%:96 50%:96 75%:96 100%:192 25%:192 50%:192 75%:192 100%:
21.040000,35.940000,45.460000,54.780000,83.320000,134.340000,171.360000,176.960000,306.840000,478.360000,557.860000,650.260000,1097.220000,1750.980000,2147.940000,2461.580000,4736.060000,7893.040000,8430.580000,9889.000000
