12 25,12 50,12 75,12 100,24 25,24 50,24 75,24 100,48 25,48 50,48 75,48 100,96 25,96 50,96 75,96 100,192 25,192 50,192 75,192 100,
12 25%:12 50%:12 75%:12 100%:24 25%:24 50%:24 75%:24 100%:48 25%:48 50%:48 75%:48 100%:96 25%:96 50%:96 75%:96 100%:192 25%:192 50%:192 75%:192 100%:
28.960000,33.100000,40.860000,47.460000,179.140000,247.880000,286.780000,272.380000,1430.260000,2152.920000,2112.740000,1970.880000,12152.440000,18262.760000,17477.200000,15781.360000,97280.420000,146051.140000,133065.800000,131385.700000
