12 25:12 50:12 75:12 100:24 25:24 50:24 75:24 100:48 25:48 50:48 75:48 100:96 25:96 50:96 75:96 100:192 25:192 50:192 75:192 100:
12 25%:12 50%:12 75%:12 100%:24 25%:24 50%:24 75%:24 100%:48 25%:48 50%:48 75%:48 100%:96 25%:96 50%:96 75%:96 100%:192 25%:192 50%:192 75%:192 100%:
25822.000000:44112.000000:57980.000000:49708.000000:183672.000000:282274.000000:273254.000000:267896.000000:1462876.000000:2089994.000000:2099060.000000:1920210.000000:11669196.000000:17977218.000000:16423256.000000:15130138.000000:93843184.000000:144728412.000000:131206188.000000:118611478.000000
